No,Ch1,Ch2,Ch3,Ch4
28626,0.189,0.181,0.292,0.338
28627,0.27,0.2,0.189,0.341
28628,0.358,0.168,0.172,0.302
28629,0.107,0.282,0.384,0.227
28630,0.126,0.16,0.477,0.237
28631,0.209,0.182,0.318,0.291
28632,0.363,0.146,0.312,0.179
28633,0.13,0.321,0.263,0.286
28634,0.325,0.386,0.119,0.17
28635,0.097,0.268,0.471,0.164
28636,0.242,0.125,0.461,0.172
28637,0.401,0.33,0.122,0.147
28638,0.215,0.155,0.406,0.224
28639,0.409,0.148,0.16,0.283
28640,0.278,0.368,0.127,0.227
28641,0.488,0.18,0.114,0.218
28642,0.2,0.162,0.531,0.107
28643,0.161,0.127,0.362,0.35
28644,0.537,0.105,0.13,0.228
28645,0.433,0.303,0.098,0.166
28646,0.084,0.186,0.542,0.188
28647,0.111,0.408,0.117,0.364
28648,0.378,0.235,0.129,0.258
28649,0.438,0.183,0.142,0.237
28650,0.4,0.121,0.289,0.19
28651,0.102,0.536,0.133,0.229
28652,0.522,0.13,0.125,0.223
28653,0.379,0.196,0.186,0.239
28654,0.104,0.502,0.191,0.203
28655,0.395,0.23,0.125,0.25
28656,0.119,0.133,0.532,0.216
28657,0.162,0.386,0.302,0.15
28658,0.108,0.336,0.2,0.356
28659,0.122,0.384,0.193,0.301
28660,0.121,0.233,0.359,0.287
28661,0.203,0.12,0.315,0.362
28662,0.067,0.35,0.413,0.17
28663,0.338,0.153,0.237,0.272
28664,0.468,0.162,0.128,0.242
28665,0.105,0.396,0.241,0.258
28666,0.242,0.16,0.346,0.252
28667,0.106,0.151,0.504,0.239
28668,0.212,0.283,0.197,0.308
28669,0.114,0.29,0.39,0.206
28670,0.159,0.224,0.459,0.158
28671,0.172,0.169,0.465,0.194
28672,0.505,0.236,0.09,0.169
28673,0.539,0.136,0.088,0.237
28674,0.536,0.122,0.107,0.235
28675,0.158,0.241,0.384,0.217
28676,0.369,0.172,0.122,0.337
28677,0.121,0.414,0.288,0.177
28678,0.108,0.107,0.553,0.232
28679,0.092,0.493,0.118,0.297
28680,0.091,0.566,0.163,0.18
28681,0.088,0.619,0.113,0.18
28682,0.417,0.133,0.113,0.337
28683,0.216,0.104,0.11,0.57
28684,0.079,0.241,0.446,0.234
28685,0.091,0.409,0.102,0.398
28686,0.339,0.352,0.147,0.162
28687,0.092,0.613,0.095,0.2
28688,0.303,0.11,0.414,0.173
28689,0.128,0.13,0.408,0.334
28690,0.157,0.098,0.483,0.262
28691,0.104,0.088,0.592,0.216
28692,0.499,0.159,0.102,0.24
28693,0.103,0.117,0.55,0.23
28694,0.086,0.549,0.175,0.19
28695,0.574,0.12,0.103,0.203
28696,0.55,0.111,0.086,0.253
28697,0.118,0.111,0.511,0.26
28698,0.094,0.577,0.099,0.23
28699,0.224,0.091,0.137,0.548
28700,0.11,0.149,0.581,0.16
28701,0.102,0.117,0.567,0.214
28702,0.073,0.094,0.603,0.23
28703,0.177,0.471,0.094,0.258
28704,0.471,0.118,0.094,0.317
28705,0.494,0.206,0.084,0.216
28706,0.071,0.616,0.124,0.189
28707,0.549,0.167,0.106,0.178
28708,0.093,0.09,0.577,0.24
28709,0.111,0.105,0.203,0.581
28710,0.338,0.204,0.174,0.284
28711,0.169,0.161,0.399,0.271
28712,0.156,0.449,0.138,0.257
28713,0.473,0.189,0.128,0.21
28714,0.101,0.469,0.164,0.266
28715,0.189,0.289,0.147,0.375
28716,0.222,0.203,0.255,0.32
28717,0.137,0.421,0.125,0.317
28718,0.137,0.163,0.329,0.371
28719,0.18,0.192,0.177,0.451
28720,0.116,0.443,0.194,0.247
28721,0.141,0.205,0.189,0.465
28722,0.137,0.161,0.455,0.247
28723,0.436,0.253,0.105,0.206
28724,0.142,0.184,0.342,0.332
28725,0.144,0.179,0.317,0.36
28726,0.138,0.201,0.176,0.485
28727,0.155,0.12,0.465,0.26
28728,0.368,0.138,0.165,0.329
28729,0.151,0.31,0.28,0.259
28730,0.112,0.48,0.175,0.233
28731,0.101,0.4,0.212,0.287
28732,0.123,0.143,0.373,0.361
28733,0.151,0.098,0.546,0.205
28734,0.462,0.122,0.126,0.29
28735,0.171,0.192,0.121,0.516
28736,0.087,0.271,0.341,0.301
28737,0.396,0.133,0.107,0.364
28738,0.15,0.189,0.166,0.495
28739,0.105,0.124,0.442,0.329
28740,0.412,0.153,0.128,0.307
28741,0.462,0.13,0.125,0.283
28742,0.319,0.114,0.268,0.299
28743,0.208,0.203,0.122,0.467
28744,0.142,0.124,0.469,0.265
28745,0.153,0.421,0.127,0.299
28746,0.1,0.234,0.303,0.363
28747,0.176,0.127,0.375,0.322
28748,0.157,0.268,0.244,0.331
28749,0.084,0.501,0.237,0.178
28750,0.262,0.238,0.297,0.203
28751,0.336,0.27,0.126,0.268
28752,0.091,0.29,0.343,0.276
28753,0.302,0.126,0.294,0.278
28754,0.392,0.12,0.081,0.407
28755,0.413,0.107,0.292,0.188
28756,0.495,0.133,0.153,0.219
28757,0.544,0.137,0.151,0.168
28758,0.095,0.304,0.14,0.461
28759,0.143,0.551,0.093,0.213
28760,0.32,0.272,0.098,0.31
28761,0.105,0.629,0.102,0.164
28762,0.09,0.425,0.102,0.383
28763,0.122,0.539,0.197,0.142
28764,0.222,0.115,0.169,0.494
28765,0.602,0.137,0.081,0.18
28766,0.294,0.102,0.424,0.18
28767,0.194,0.407,0.196,0.203
28768,0.186,0.351,0.114,0.349
28769,0.167,0.155,0.551,0.127
28770,0.166,0.153,0.402,0.279
28771,0.133,0.173,0.53,0.164
28772,0.123,0.387,0.185,0.305
28773,0.142,0.541,0.146,0.171
28774,0.141,0.108,0.517,0.234
28775,0.343,0.203,0.107,0.347
28776,0.146,0.423,0.124,0.307
28777,0.525,0.092,0.163,0.22
28778,0.181,0.353,0.116,0.35
28779,0.44,0.167,0.193,0.2
28780,0.306,0.15,0.181,0.363
28781,0.164,0.129,0.517,0.19
28782,0.093,0.411,0.175,0.321
28783,0.566,0.113,0.154,0.167
28784,0.169,0.119,0.142,0.57
28785,0.129,0.564,0.165,0.142
28786,0.405,0.181,0.128,0.286
28787,0.25,0.15,0.211,0.389
28788,0.111,0.436,0.281,0.172
28789,0.134,0.268,0.232,0.366
28790,0.092,0.297,0.204,0.407
28791,0.112,0.212,0.191,0.485
28792,0.544,0.086,0.149,0.221
28793,0.423,0.133,0.156,0.288
28794,0.171,0.234,0.15,0.445
28795,0.125,0.423,0.193,0.259
28796,0.186,0.156,0.133,0.525
28797,0.135,0.182,0.531,0.152
28798,0.116,0.522,0.114,0.248
28799,0.293,0.12,0.127,0.46
28800,0.424,0.197,0.091,0.288
28801,0.246,0.105,0.458,0.191
28802,0.12,0.175,0.264,0.441
28803,0.117,0.123,0.511,0.249
28804,0.154,0.381,0.215,0.25
28805,0.119,0.235,0.149,0.497
28806,0.414,0.211,0.101,0.274
28807,0.158,0.493,0.145,0.204
28808,0.473,0.162,0.177,0.188
28809,0.122,0.176,0.55,0.152
28810,0.542,0.151,0.111,0.196
28811,0.21,0.517,0.073,0.2
28812,0.169,0.189,0.174,0.468
28813,0.09,0.342,0.112,0.456
28814,0.203,0.104,0.512,0.181
28815,0.093,0.473,0.174,0.26
28816,0.269,0.135,0.119,0.477
28817,0.116,0.139,0.245,0.5
28818,0.599,0.087,0.123,0.191
28819,0.165,0.114,0.169,0.552
28820,0.091,0.546,0.164,0.199
28821,0.078,0.618,0.097,0.207
28822,0.236,0.155,0.216,0.393
28823,0.573,0.108,0.12,0.199
28824,0.292,0.248,0.2,0.26
28825,0.085,0.531,0.221,0.163
28826,0.197,0.411,0.213,0.179
28827,0.19,0.382,0.114,0.314
28828,0.115,0.493,0.108,0.284
28829,0.578,0.078,0.116,0.228
28830,0.105,0.227,0.356,0.312
28831,0.288,0.243,0.112,0.357
28832,0.193,0.535,0.096,0.176
28833,0.352,0.115,0.101,0.432
28834,0.379,0.105,0.331,0.185
28835,0.446,0.099,0.163,0.292
28836,0.15,0.425,0.106,0.319
28837,0.07,0.145,0.603,0.182
28838,0.148,0.359,0.341,0.152
28839,0.282,0.083,0.436,0.199
28840,0.115,0.512,0.105,0.268
28841,0.325,0.32,0.083,0.272
28842,0.088,0.235,0.4,0.277
28843,0.227,0.146,0.171,0.456
28844,0.251,0.249,0.251,0.249
28845,0.28,0.218,0.156,0.346
28846,0.473,0.123,0.22,0.184
28847,0.179,0.421,0.203,0.197
28848,0.551,0.104,0.133,0.212
28849,0.095,0.312,0.343,0.25
28850,0.504,0.112,0.164,0.22
28851,0.105,0.128,0.538,0.229
28852,0.325,0.134,0.358,0.183
28853,0.345,0.13,0.202,0.323
28854,0.294,0.186,0.132,0.388
28855,0.403,0.118,0.139,0.34
28856,0.127,0.105,0.562,0.206
28857,0.086,0.375,0.33,0.209
28858,0.126,0.27,0.158,0.446
28859,0.116,0.153,0.5,0.231
28860,0.274,0.14,0.17,0.416
28861,0.129,0.271,0.348,0.252
28862,0.177,0.158,0.421,0.244
28863,0.42,0.185,0.235,0.16
28864,0.256,0.246,0.168,0.33
28865,0.273,0.304,0.157,0.266
28866,0.151,0.218,0.435,0.196
28867,0.109,0.24,0.399,0.252
28868,0.271,0.279,0.203,0.247
28869,0.247,0.22,0.169,0.364
28870,0.127,0.378,0.259,0.236
28871,0.111,0.343,0.309,0.237
28872,0.236,0.175,0.192,0.397
28873,0.226,0.164,0.21,0.4
28874,0.16,0.3,0.204,0.336
28875,0.425,0.15,0.168,0.257
28876,0.16,0.309,0.224,0.307
28877,0.101,0.155,0.416,0.328
28878,0.224,0.324,0.142,0.31
28879,0.453,0.13,0.222,0.195
28880,0.355,0.149,0.183,0.313
28881,0.094,0.379,0.235,0.292
28882,0.318,0.33,0.134,0.218
28883,0.3,0.165,0.365,0.17
28884,0.096,0.157,0.483,0.264
28885,0.201,0.217,0.431,0.151
28886,0.145,0.222,0.31,0.323
28887,0.353,0.135,0.278,0.234
28888,0.259,0.325,0.095,0.321
28889,0.344,0.161,0.267,0.228
28890,0.224,0.36,0.18,0.236
28891,0.101,0.171,0.541,0.187
28892,0.314,0.156,0.217,0.313
28893,0.101,0.096,0.421,0.382
28894,0.347,0.12,0.104,0.429
28895,0.326,0.176,0.136,0.362
28896,0.085,0.483,0.148,0.284
28897,0.147,0.326,0.328,0.199
28898,0.138,0.558,0.102,0.202
28899,0.393,0.174,0.117,0.316
28900,0.147,0.46,0.203,0.19
28901,0.141,0.485,0.123,0.251
28902,0.284,0.302,0.125,0.289
28903,0.36,0.229,0.188,0.223
28904,0.199,0.125,0.352,0.324
28905,0.097,0.179,0.367,0.357
28906,0.098,0.604,0.096,0.202
28907,0.491,0.124,0.102,0.283
28908,0.24,0.125,0.45,0.185
28909,0.432,0.152,0.141,0.275
28910,0.134,0.435,0.121,0.31
28911,0.107,0.267,0.351,0.275
28912,0.119,0.467,0.232,0.182
28913,0.174,0.325,0.114,0.387
28914,0.099,0.398,0.28,0.223
28915,0.084,0.183,0.417,0.316
28916,0.211,0.309,0.242,0.238
28917,0.259,0.438,0.101,0.202
28918,0.096,0.182,0.462,0.26
28919,0.198,0.41,0.168,0.224
28920,0.257,0.159,0.363,0.221
28921,0.268,0.107,0.411,0.214
28922,0.157,0.452,0.144,0.247
28923,0.142,0.361,0.318,0.179
28924,0.097,0.263,0.389,0.251
28925,0.155,0.472,0.137,0.236
28926,0.155,0.273,0.156,0.416
28927,0.133,0.412,0.148,0.307
28928,0.131,0.326,0.29,0.253
28929,0.165,0.211,0.265,0.359
28930,0.112,0.398,0.294,0.196
28931,0.214,0.362,0.141,0.283
28932,0.16,0.304,0.191,0.345
28933,0.128,0.444,0.205,0.223
28934,0.28,0.159,0.297,0.264
28935,0.304,0.171,0.172,0.353
28936,0.191,0.125,0.496,0.188
28937,0.118,0.109,0.552,0.221
28938,0.138,0.648,0.083,0.131
28939,0.31,0.298,0.115,0.277
28940,0.207,0.131,0.128,0.534
28941,0.451,0.114,0.107,0.328
28942,0.159,0.262,0.1,0.479
28943,0.153,0.202,0.121,0.524
28944,0.119,0.137,0.233,0.511
28945,0.429,0.105,0.135,0.331
28946,0.104,0.089,0.47,0.337
28947,0.206,0.113,0.146,0.535
28948,0.081,0.217,0.103,0.599
28949,0.082,0.245,0.14,0.533
28950,0.443,0.334,0.093,0.13
28951,0.477,0.119,0.255,0.149
28952,0.251,0.107,0.153,0.489
28953,0.184,0.116,0.116,0.584
28954,0.433,0.239,0.113,0.215
28955,0.209,0.35,0.09,0.351
28956,0.108,0.14,0.205,0.547
28957,0.328,0.193,0.293,0.186
28958,0.24,0.339,0.184,0.237
28959,0.303,0.197,0.215,0.285
28960,0.285,0.184,0.171,0.36
28961,0.229,0.42,0.161,0.19
28962,0.209,0.208,0.358,0.225
28963,0.293,0.226,0.203,0.278
28964,0.141,0.32,0.192,0.347
28965,0.082,0.318,0.21,0.39
28966,0.425,0.108,0.156,0.311
28967,0.181,0.275,0.159,0.385
28968,0.291,0.096,0.24,0.373
28969,0.15,0.149,0.155,0.546
28970,0.333,0.164,0.186,0.317
28971,0.161,0.37,0.298,0.171
28972,0.127,0.217,0.296,0.36
28973,0.236,0.188,0.281,0.295
28974,0.143,0.135,0.167,0.555
28975,0.288,0.11,0.273,0.329
28976,0.464,0.284,0.089,0.163
28977,0.433,0.152,0.118,0.297
28978,0.548,0.132,0.129,0.191
28979,0.21,0.248,0.272,0.27
28980,0.309,0.207,0.126,0.358
28981,0.194,0.306,0.35,0.15
28982,0.097,0.145,0.561,0.197
28983,0.105,0.477,0.117,0.301
28984,0.088,0.53,0.217,0.165
28985,0.066,0.666,0.134,0.134
28986,0.334,0.193,0.11,0.363
28987,0.331,0.103,0.131,0.435
28988,0.1,0.355,0.376,0.169
28989,0.109,0.405,0.104,0.382
28990,0.381,0.252,0.221,0.146
28991,0.099,0.586,0.097,0.218
28992,0.385,0.121,0.357,0.137
28993,0.112,0.177,0.413,0.298
28994,0.231,0.116,0.379,0.274
28995,0.216,0.418,0.147,0.219
28996,0.162,0.193,0.363,0.282
28997,0.313,0.284,0.162,0.241
28998,0.129,0.19,0.485,0.196
28999,0.351,0.181,0.274,0.194
29000,0.215,0.242,0.213,0.33
29001,0.215,0.28,0.298,0.207
29002,0.135,0.216,0.36,0.289
29003,0.111,0.293,0.354,0.242
29004,0.249,0.169,0.41,0.172
29005,0.123,0.233,0.326,0.318
29006,0.219,0.346,0.165,0.27
29007,0.212,0.162,0.341,0.285
29008,0.214,0.238,0.352,0.196
29009,0.33,0.242,0.167,0.261
29010,0.349,0.287,0.182,0.182
29011,0.145,0.254,0.389,0.212
29012,0.181,0.294,0.252,0.273
29013,0.436,0.199,0.167,0.198
29014,0.415,0.159,0.197,0.229
29015,0.216,0.202,0.308,0.274
29016,0.271,0.214,0.204,0.311
29017,0.242,0.365,0.236,0.157
29018,0.16,0.337,0.186,0.317
29019,0.184,0.212,0.208,0.396
29020,0.286,0.285,0.172,0.257
29021,0.162,0.344,0.216,0.278
29022,0.177,0.237,0.267,0.319
29023,0.204,0.189,0.219,0.388
29024,0.351,0.272,0.176,0.201
29025,0.177,0.269,0.335,0.219
29026,0.282,0.352,0.146,0.22
29027,0.188,0.41,0.136,0.266
29028,0.206,0.231,0.198,0.365
29029,0.228,0.327,0.152,0.293
29030,0.242,0.255,0.222,0.281
29031,0.204,0.215,0.22,0.361
29032,0.225,0.212,0.229,0.334
29033,0.126,0.298,0.299,0.277
29034,0.185,0.323,0.249,0.243
29035,0.092,0.255,0.427,0.226
29036,0.059,0.564,0.135,0.242
29037,0.169,0.193,0.404,0.234
29038,0.106,0.315,0.34,0.239
29039,0.483,0.139,0.148,0.23
29040,0.283,0.351,0.116,0.25
29041,0.113,0.582,0.065,0.24
29042,0.072,0.536,0.13,0.262
29043,0.482,0.133,0.119,0.266
29044,0.205,0.423,0.119,0.253
29045,0.063,0.329,0.373,0.235
29046,0.121,0.115,0.486,0.278
29047,0.089,0.611,0.183,0.117
29048,0.102,0.462,0.156,0.28
29049,0.396,0.148,0.203,0.253
29050,0.227,0.143,0.134,0.496
29051,0.277,0.326,0.11,0.287
29052,0.137,0.208,0.179,0.476
29053,0.11,0.276,0.15,0.464
29054,0.102,0.524,0.141,0.233
29055,0.217,0.129,0.273,0.381
29056,0.258,0.121,0.224,0.397
29057,0.115,0.401,0.113,0.371
29058,0.222,0.513,0.111,0.154
29059,0.496,0.106,0.212,0.186
29060,0.166,0.142,0.121,0.571
29061,0.121,0.197,0.183,0.499
29062,0.202,0.08,0.144,0.574
29063,0.161,0.129,0.282,0.428
29064,0.525,0.102,0.092,0.281
29065,0.138,0.206,0.102,0.554
29066,0.115,0.485,0.122,0.278
29067,0.283,0.441,0.099,0.177
29068,0.159,0.315,0.092,0.434
29069,0.189,0.435,0.071,0.305
29070,0.111,0.521,0.131,0.237
29071,0.229,0.317,0.212,0.242
29072,0.154,0.254,0.234,0.358
29073,0.232,0.169,0.259,0.34
29074,0.135,0.177,0.513,0.175
29075,0.341,0.278,0.168,0.213
29076,0.174,0.384,0.194,0.248
29077,0.417,0.21,0.161,0.212
29078,0.299,0.277,0.167,0.257
29079,0.272,0.223,0.178,0.327
29080,0.143,0.413,0.198,0.246
29081,0.181,0.215,0.183,0.421
29082,0.167,0.201,0.427,0.205
29083,0.192,0.463,0.169,0.176
29084,0.22,0.221,0.193,0.366
29085,0.242,0.276,0.176,0.306
29086,0.167,0.35,0.146,0.337
29087,0.17,0.458,0.17,0.202
29088,0.135,0.234,0.434,0.197
29089,0.254,0.401,0.166,0.179
29090,0.262,0.156,0.329,0.253
29091,0.555,0.164,0.09,0.191
29092,0.132,0.437,0.162,0.269
29093,0.142,0.488,0.115,0.255
29094,0.106,0.401,0.287,0.206
29095,0.18,0.122,0.494,0.204
29096,0.119,0.12,0.452,0.309
29097,0.419,0.138,0.115,0.328
29098,0.333,0.235,0.128,0.304
29099,0.382,0.173,0.142,0.303
29100,0.593,0.091,0.109,0.207
29101,0.12,0.157,0.513,0.21
29102,0.448,0.137,0.231,0.184
29103,0.283,0.275,0.127,0.315
29104,0.111,0.121,0.513,0.255
29105,0.213,0.507,0.096,0.184
29106,0.147,0.365,0.245,0.243
29107,0.109,0.169,0.469,0.253
29108,0.171,0.156,0.161,0.512
29109,0.243,0.193,0.176,0.388
29110,0.201,0.219,0.257,0.323
29111,0.22,0.277,0.196,0.307
29112,0.215,0.258,0.155,0.372
29113,0.134,0.213,0.322,0.331
29114,0.11,0.366,0.207,0.317
29115,0.239,0.171,0.334,0.256
29116,0.132,0.257,0.311,0.3
29117,0.138,0.282,0.404,0.176
29118,0.137,0.199,0.292,0.372
29119,0.183,0.146,0.316,0.355
29120,0.307,0.2,0.219,0.274
29121,0.3,0.216,0.148,0.336
29122,0.136,0.336,0.182,0.346
29123,0.226,0.152,0.419,0.203
29124,0.163,0.181,0.308,0.348
29125,0.172,0.238,0.156,0.434
29126,0.106,0.355,0.376,0.163
29127,0.099,0.444,0.114,0.343
29128,0.118,0.315,0.246,0.321
29129,0.09,0.474,0.254,0.182
29130,0.144,0.416,0.301,0.139
29131,0.139,0.347,0.123,0.391
29132,0.179,0.27,0.387,0.164
29133,0.203,0.218,0.174,0.405
29134,0.182,0.194,0.224,0.4
29135,0.159,0.153,0.425,0.263
29136,0.332,0.219,0.112,0.337
29137,0.081,0.13,0.49,0.299
29138,0.157,0.507,0.133,0.203
29139,0.368,0.329,0.177,0.126
29140,0.457,0.187,0.222,0.134
29141,0.115,0.201,0.438,0.246
29142,0.389,0.14,0.217,0.254
29143,0.075,0.297,0.43,0.198
29144,0.135,0.262,0.367,0.236
29145,0.223,0.222,0.131,0.424
29146,0.26,0.444,0.104,0.192
29147,0.376,0.189,0.281,0.154
29148,0.082,0.372,0.335,0.211
29149,0.298,0.25,0.163,0.289
29150,0.094,0.534,0.184,0.188
29151,0.277,0.387,0.113,0.223
29152,0.092,0.113,0.561,0.234
29153,0.252,0.126,0.256,0.366
29154,0.079,0.527,0.194,0.2
29155,0.105,0.374,0.338,0.183
29156,0.08,0.183,0.228,0.509
29157,0.375,0.209,0.104,0.312
29158,0.144,0.275,0.296,0.285
29159,0.276,0.403,0.106,0.215
29160,0.094,0.304,0.217,0.385
29161,0.132,0.425,0.107,0.336
29162,0.102,0.232,0.134,0.532
29163,0.364,0.232,0.165,0.239
29164,0.299,0.304,0.119,0.278
29165,0.078,0.445,0.119,0.358
29166,0.252,0.4,0.129,0.219
29167,0.131,0.244,0.444,0.181
29168,0.527,0.136,0.148,0.189
29169,0.121,0.454,0.219,0.206
29170,0.101,0.373,0.25,0.276
29171,0.362,0.138,0.214,0.286
29172,0.142,0.14,0.432,0.286
29173,0.464,0.122,0.187,0.227
29174,0.099,0.187,0.371,0.343
29175,0.12,0.168,0.364,0.348
29176,0.096,0.426,0.152,0.326
29177,0.098,0.474,0.126,0.302
29178,0.193,0.129,0.454,0.224
29179,0.283,0.186,0.146,0.385
29180,0.37,0.136,0.257,0.237
29181,0.438,0.19,0.169,0.203
29182,0.122,0.545,0.126,0.207
29183,0.22,0.108,0.412,0.26
29184,0.11,0.127,0.447,0.316
29185,0.158,0.175,0.327,0.34
29186,0.13,0.294,0.217,0.359
29187,0.391,0.202,0.247,0.16
29188,0.124,0.45,0.135,0.291
29189,0.134,0.311,0.243,0.312
29190,0.109,0.189,0.413,0.289
29191,0.184,0.267,0.267,0.282
29192,0.23,0.452,0.113,0.205
29193,0.159,0.164,0.283,0.394
29194,0.325,0.125,0.247,0.303
29195,0.134,0.196,0.133,0.537
29196,0.144,0.146,0.383,0.327
29197,0.155,0.383,0.288,0.174
29198,0.158,0.302,0.186,0.354
29199,0.161,0.25,0.235,0.354
29200,0.124,0.579,0.103,0.194
29201,0.145,0.206,0.415,0.234
29202,0.286,0.381,0.111,0.222
29203,0.133,0.167,0.414,0.286
29204,0.186,0.424,0.14,0.25
29205,0.248,0.215,0.235,0.302
29206,0.284,0.179,0.344,0.193
29207,0.293,0.213,0.139,0.355
29208,0.133,0.248,0.341,0.278
29209,0.384,0.116,0.191,0.309
29210,0.136,0.399,0.199,0.266
29211,0.158,0.125,0.516,0.201
29212,0.186,0.309,0.218,0.287
29213,0.098,0.271,0.35,0.281
29214,0.128,0.293,0.304,0.275
29215,0.094,0.523,0.086,0.297
29216,0.164,0.133,0.401,0.302
29217,0.116,0.125,0.307,0.452
29218,0.131,0.197,0.17,0.502
29219,0.489,0.137,0.091,0.283
29220,0.314,0.281,0.13,0.275
29221,0.241,0.165,0.186,0.408
29222,0.109,0.392,0.236,0.263
29223,0.339,0.233,0.137,0.291
29224,0.16,0.137,0.361,0.342
29225,0.068,0.364,0.301,0.267
29226,0.219,0.446,0.107,0.228
29227,0.361,0.246,0.217,0.176
29228,0.073,0.372,0.407,0.148
29229,0.121,0.221,0.169,0.489
29230,0.37,0.155,0.322,0.153
29231,0.094,0.175,0.403,0.328
29232,0.331,0.108,0.412,0.149
29233,0.215,0.15,0.367,0.268
29234,0.082,0.276,0.291,0.351
29235,0.157,0.383,0.216,0.244
29236,0.089,0.577,0.12,0.214
29237,0.212,0.125,0.119,0.544
29238,0.206,0.114,0.244,0.436
29239,0.339,0.389,0.149,0.123
29240,0.117,0.11,0.35,0.423
29241,0.316,0.103,0.456,0.125
29242,0.415,0.143,0.254,0.188
29243,0.446,0.143,0.267,0.144
29244,0.452,0.235,0.146,0.167
29245,0.113,0.297,0.408,0.182
29246,0.118,0.272,0.406,0.204
29247,0.121,0.255,0.404,0.22
29248,0.449,0.159,0.171,0.221
29249,0.46,0.14,0.216,0.184
29250,0.17,0.186,0.363,0.281
29251,0.157,0.201,0.312,0.33
29252,0.15,0.378,0.132,0.34
29253,0.157,0.202,0.27,0.371
29254,0.44,0.158,0.153,0.249
29255,0.159,0.172,0.469,0.2
29256,0.165,0.35,0.141,0.344
29257,0.141,0.186,0.377,0.296
29258,0.303,0.239,0.135,0.323
29259,0.15,0.199,0.325,0.326
29260,0.305,0.227,0.175,0.293
29261,0.217,0.175,0.367,0.241
29262,0.296,0.396,0.144,0.164
29263,0.382,0.327,0.134,0.157
29264,0.418,0.153,0.234,0.195
29265,0.255,0.224,0.366,0.155
29266,0.193,0.168,0.251,0.388
29267,0.399,0.157,0.159,0.285
29268,0.228,0.369,0.105,0.298
29269,0.397,0.179,0.249,0.175
29270,0.121,0.368,0.323,0.188
29271,0.528,0.141,0.146,0.185
29272,0.162,0.387,0.176,0.275
29273,0.109,0.27,0.477,0.144
29274,0.286,0.181,0.159,0.374
29275,0.472,0.143,0.129,0.256
29276,0.419,0.181,0.127,0.273
29277,0.113,0.179,0.234,0.474
29278,0.135,0.313,0.148,0.404
29279,0.173,0.18,0.18,0.467
29280,0.229,0.367,0.177,0.227
29281,0.265,0.225,0.178,0.332
29282,0.173,0.215,0.33,0.282
29283,0.291,0.231,0.175,0.303
29284,0.16,0.251,0.276,0.313
29285,0.206,0.24,0.228,0.326
29286,0.184,0.21,0.227,0.379
29287,0.29,0.154,0.308,0.248
29288,0.217,0.274,0.162,0.347
29289,0.167,0.279,0.205,0.349
29290,0.222,0.287,0.265,0.226
29291,0.296,0.174,0.219,0.311
29292,0.25,0.18,0.278,0.292
29293,0.162,0.187,0.293,0.358
29294,0.271,0.174,0.27,0.285
29295,0.126,0.206,0.311,0.357
29296,0.185,0.231,0.214,0.37
29297,0.118,0.202,0.313,0.367
29298,0.245,0.168,0.201,0.386
29299,0.371,0.257,0.185,0.187
29300,0.122,0.419,0.328,0.131
29301,0.343,0.12,0.301,0.236
29302,0.16,0.434,0.119,0.287
29303,0.133,0.15,0.481,0.236
29304,0.536,0.141,0.116,0.207
29305,0.194,0.365,0.13,0.311
29306,0.409,0.334,0.096,0.161
29307,0.123,0.36,0.183,0.334
29308,0.249,0.161,0.276,0.314
29309,0.085,0.367,0.335,0.213
29310,0.335,0.092,0.172,0.401
29311,0.488,0.12,0.159,0.233
29312,0.106,0.611,0.118,0.165
29313,0.185,0.155,0.351,0.309
29314,0.235,0.121,0.432,0.212
29315,0.259,0.333,0.123,0.285
29316,0.313,0.22,0.179,0.288
29317,0.111,0.302,0.1,0.487
29318,0.182,0.174,0.171,0.473
29319,0.138,0.412,0.214,0.236
29320,0.112,0.288,0.414,0.186
29321,0.423,0.192,0.178,0.207
29322,0.103,0.377,0.215,0.305
29323,0.17,0.467,0.171,0.192
29324,0.106,0.353,0.298,0.243
29325,0.247,0.415,0.115,0.223
29326,0.113,0.429,0.218,0.24
29327,0.337,0.344,0.117,0.202
29328,0.092,0.197,0.456,0.255
29329,0.081,0.521,0.188,0.21
29330,0.137,0.382,0.178,0.303
29331,0.347,0.286,0.17,0.197
29332,0.294,0.124,0.16,0.422
29333,0.165,0.334,0.275,0.226
29334,0.12,0.389,0.194,0.297
29335,0.117,0.379,0.143,0.361
29336,0.151,0.232,0.441,0.176
29337,0.199,0.276,0.174,0.351
29338,0.125,0.542,0.151,0.182
29339,0.172,0.481,0.172,0.175
29340,0.091,0.227,0.401,0.281
29341,0.498,0.15,0.111,0.241
29342,0.207,0.126,0.2,0.467
29343,0.183,0.161,0.263,0.393
29344,0.257,0.15,0.426,0.167
29345,0.124,0.184,0.229,0.463
29346,0.239,0.131,0.252,0.378
29347,0.142,0.45,0.093,0.315
29348,0.129,0.148,0.202,0.521
29349,0.559,0.127,0.108,0.206
29350,0.452,0.138,0.151,0.259
29351,0.109,0.483,0.131,0.277
29352,0.55,0.118,0.195,0.137
29353,0.145,0.332,0.242,0.281
29354,0.136,0.508,0.104,0.252
29355,0.121,0.281,0.377,0.221
29356,0.218,0.174,0.38,0.228
29357,0.24,0.452,0.141,0.167
29358,0.316,0.362,0.142,0.18
29359,0.446,0.14,0.207,0.207
29360,0.237,0.19,0.396,0.177
