No,Ch1,Ch2,Ch3,Ch4,Result,ANS,Accuracy
18602,0.128,0.154,0.318,0.4,Ch4,Ch3,0
18603,0.107,0.172,0.262,0.459,Ch4,Ch4,1
18604,0.281,0.158,0.237,0.324,Ch4,Ch1,0
18605,0.29,0.193,0.15,0.367,Ch4,Ch1,0
18606,0.223,0.331,0.15,0.296,Ch2,Ch2,1
18607,0.452,0.096,0.223,0.229,Ch1,Ch1,1
18608,0.099,0.142,0.451,0.308,Ch3,Ch1,0
18609,0.279,0.127,0.19,0.404,Ch4,Ch1,0
18610,0.094,0.243,0.154,0.509,Ch4,Ch4,1
18611,0.113,0.472,0.093,0.322,Ch2,Ch3,0
18612,0.106,0.105,0.371,0.418,Ch4,Ch1,0
18613,0.211,0.134,0.147,0.508,Ch4,Ch2,0
18614,0.113,0.439,0.136,0.312,Ch2,Ch4,0
18615,0.128,0.249,0.131,0.492,Ch4,Ch2,0
18616,0.173,0.135,0.132,0.56,Ch4,Ch1,0
18617,0.191,0.126,0.25,0.433,Ch4,Ch1,0
18618,0.237,0.113,0.263,0.387,Ch4,Ch4,1
18619,0.139,0.19,0.391,0.28,Ch3,Ch3,1
18620,0.125,0.321,0.153,0.401,Ch4,Ch4,1
18621,0.423,0.18,0.158,0.239,Ch1,Ch4,0
18622,0.265,0.175,0.212,0.348,Ch4,Ch4,1
18623,0.118,0.439,0.246,0.197,Ch2,Ch3,0
18624,0.136,0.212,0.289,0.363,Ch4,Ch2,0
18625,0.12,0.327,0.238,0.315,Ch2,Ch4,0
18626,0.145,0.238,0.214,0.403,Ch4,Ch4,1
18627,0.481,0.104,0.164,0.251,Ch1,Ch1,1
18628,0.422,0.127,0.15,0.301,Ch1,Ch4,0
18629,0.176,0.257,0.137,0.43,Ch4,Ch4,1
18630,0.126,0.47,0.16,0.244,Ch2,Ch4,0
18631,0.269,0.155,0.175,0.401,Ch4,Ch4,1
18632,0.172,0.208,0.455,0.165,Ch3,Ch2,0
18633,0.143,0.524,0.1,0.233,Ch2,Ch4,0
18634,0.325,0.162,0.114,0.399,Ch4,Ch4,1
18635,0.443,0.178,0.11,0.269,Ch1,Ch4,0
18636,0.214,0.113,0.419,0.254,Ch3,Ch1,0
18637,0.127,0.135,0.317,0.421,Ch4,Ch2,0
18638,0.112,0.136,0.516,0.236,Ch3,Ch4,0
18639,0.179,0.455,0.176,0.19,Ch2,Ch4,0
18640,0.353,0.196,0.115,0.336,Ch1,Ch2,0
18641,0.14,0.119,0.406,0.335,Ch3,Ch3,1
18642,0.124,0.25,0.183,0.443,Ch4,Ch2,0
18643,0.132,0.458,0.258,0.152,Ch2,Ch4,0
18644,0.098,0.164,0.426,0.312,Ch3,Ch3,1
18645,0.312,0.162,0.166,0.36,Ch4,Ch1,0
18646,0.202,0.161,0.296,0.341,Ch4,Ch4,1
18647,0.321,0.168,0.152,0.359,Ch4,Ch4,1
18648,0.174,0.128,0.288,0.41,Ch4,Ch3,0
18649,0.145,0.336,0.104,0.415,Ch4,Ch2,0
18650,0.308,0.225,0.091,0.376,Ch4,Ch1,0
18651,0.206,0.314,0.226,0.254,Ch2,Ch3,0
18652,0.321,0.087,0.267,0.325,Ch4,Ch4,1
18653,0.164,0.471,0.088,0.277,Ch2,Ch1,0
18654,0.345,0.137,0.133,0.385,Ch4,Ch4,1
18655,0.198,0.135,0.338,0.329,Ch3,Ch3,1
18656,0.248,0.073,0.316,0.363,Ch4,Ch4,1
18657,0.136,0.397,0.123,0.344,Ch2,Ch2,1
18658,0.316,0.128,0.081,0.475,Ch4,Ch4,1
18659,0.162,0.219,0.239,0.38,Ch4,Ch2,0
18660,0.371,0.246,0.187,0.196,Ch1,Ch3,0
18661,0.188,0.446,0.175,0.191,Ch2,Ch3,0
18662,0.408,0.175,0.208,0.209,Ch1,Ch2,0
18663,0.214,0.23,0.374,0.182,Ch3,Ch1,0
18664,0.389,0.231,0.179,0.201,Ch1,Ch3,0
18665,0.22,0.468,0.137,0.175,Ch2,Ch1,0
18666,0.211,0.324,0.204,0.261,Ch2,Ch3,0
18667,0.172,0.342,0.188,0.298,Ch2,Ch2,1
18668,0.268,0.224,0.35,0.158,Ch3,Ch1,0
18669,0.141,0.449,0.17,0.24,Ch2,Ch3,0
18670,0.289,0.25,0.168,0.293,Ch4,Ch3,0
18671,0.166,0.264,0.253,0.317,Ch4,Ch1,0
18672,0.416,0.204,0.15,0.23,Ch1,Ch3,0
18673,0.197,0.236,0.201,0.366,Ch4,Ch1,0
18674,0.15,0.428,0.169,0.253,Ch2,Ch3,0
18675,0.118,0.514,0.131,0.237,Ch2,Ch3,0
18676,0.207,0.245,0.287,0.261,Ch3,Ch1,0
18677,0.416,0.207,0.126,0.251,Ch1,Ch3,0
18678,0.11,0.192,0.519,0.179,Ch3,Ch2,0
18679,0.135,0.368,0.102,0.395,Ch4,Ch1,0
18680,0.108,0.362,0.099,0.431,Ch4,Ch2,0
18681,0.109,0.35,0.104,0.437,Ch4,Ch2,0
18682,0.109,0.489,0.096,0.306,Ch2,Ch2,1
18683,0.076,0.122,0.528,0.274,Ch3,Ch2,0
18684,0.077,0.189,0.534,0.2,Ch3,Ch1,0
18685,0.572,0.154,0.083,0.191,Ch1,Ch3,0
18686,0.536,0.092,0.106,0.266,Ch1,Ch2,0
18687,0.125,0.136,0.101,0.638,Ch4,Ch2,0
18688,0.098,0.536,0.079,0.287,Ch2,Ch2,1
18689,0.085,0.109,0.287,0.519,Ch4,Ch3,0
18690,0.084,0.332,0.125,0.459,Ch4,Ch2,0
18691,0.259,0.095,0.174,0.472,Ch4,Ch2,0
18692,0.14,0.117,0.352,0.391,Ch4,Ch3,0
18693,0.237,0.13,0.079,0.554,Ch4,Ch2,0
18694,0.149,0.142,0.091,0.618,Ch4,Ch1,0
18695,0.353,0.101,0.12,0.426,Ch4,Ch1,0
18696,0.123,0.536,0.097,0.244,Ch2,Ch2,1
18697,0.092,0.108,0.365,0.435,Ch4,Ch4,1
18698,0.403,0.115,0.27,0.212,Ch1,Ch4,0
18699,0.113,0.338,0.139,0.41,Ch4,Ch4,1
18700,0.079,0.097,0.578,0.246,Ch3,Ch3,1
18701,0.147,0.124,0.115,0.614,Ch4,Ch4,1
18702,0.115,0.171,0.173,0.541,Ch4,Ch4,1
18703,0.464,0.145,0.12,0.271,Ch1,Ch1,1
18704,0.56,0.115,0.132,0.193,Ch1,Ch1,1
18705,0.106,0.133,0.547,0.214,Ch3,Ch3,1
18706,0.314,0.152,0.142,0.392,Ch4,Ch4,1
18707,0.087,0.467,0.14,0.306,Ch2,Ch4,0
18708,0.128,0.188,0.134,0.55,Ch4,Ch4,1
18709,0.189,0.125,0.091,0.595,Ch4,Ch4,1
18710,0.455,0.15,0.114,0.281,Ch1,Ch4,0
18711,0.088,0.14,0.378,0.394,Ch4,Ch4,1
18712,0.445,0.129,0.15,0.276,Ch1,Ch4,0
18713,0.103,0.161,0.142,0.594,Ch4,Ch4,1
18714,0.534,0.111,0.127,0.228,Ch1,Ch1,1
18715,0.095,0.119,0.216,0.57,Ch4,Ch4,1
18716,0.099,0.363,0.135,0.403,Ch4,Ch2,0
18717,0.097,0.131,0.579,0.193,Ch3,Ch3,1
18718,0.342,0.185,0.26,0.213,Ch1,Ch1,1
18719,0.258,0.159,0.114,0.469,Ch4,Ch4,1
18720,0.146,0.454,0.073,0.327,Ch2,Ch2,1
18721,0.521,0.114,0.1,0.265,Ch1,Ch4,0
18722,0.108,0.171,0.38,0.341,Ch3,Ch3,1
18723,0.137,0.321,0.234,0.308,Ch2,Ch3,0
18724,0.178,0.37,0.086,0.366,Ch2,Ch4,0
18725,0.249,0.16,0.371,0.22,Ch3,Ch3,1
18726,0.141,0.172,0.145,0.542,Ch4,Ch4,1
18727,0.246,0.173,0.246,0.335,Ch4,Ch4,1
18728,0.275,0.144,0.116,0.465,Ch4,Ch4,1
18729,0.14,0.135,0.156,0.569,Ch4,Ch4,1
18730,0.227,0.138,0.171,0.464,Ch4,Ch4,1
18731,0.156,0.355,0.084,0.405,Ch4,Ch4,1
18732,0.114,0.123,0.499,0.264,Ch3,Ch3,1
18733,0.192,0.175,0.117,0.516,Ch4,Ch4,1
18734,0.292,0.081,0.431,0.196,Ch3,Ch3,1
18735,0.212,0.473,0.118,0.197,Ch2,Ch4,0
18736,0.233,0.379,0.101,0.287,Ch2,Ch4,0
18737,0.324,0.268,0.115,0.293,Ch1,Ch4,0
18738,0.32,0.232,0.283,0.165,Ch1,Ch4,0
18739,0.32,0.264,0.136,0.28,Ch1,Ch4,0
18740,0.588,0.08,0.128,0.204,Ch1,Ch1,1
18741,0.076,0.337,0.326,0.261,Ch2,Ch2,1
18742,0.1,0.424,0.107,0.369,Ch2,Ch4,0
18743,0.246,0.087,0.378,0.289,Ch3,Ch4,0
18744,0.155,0.29,0.148,0.407,Ch4,Ch4,1
18745,0.2,0.125,0.23,0.445,Ch4,Ch4,1
18746,0.289,0.104,0.13,0.477,Ch4,Ch4,1
18747,0.48,0.105,0.1,0.315,Ch1,Ch4,0
18748,0.167,0.133,0.487,0.213,Ch3,Ch3,1
18749,0.126,0.08,0.405,0.389,Ch3,Ch4,0
18750,0.253,0.114,0.104,0.529,Ch4,Ch4,1
18751,0.066,0.125,0.554,0.255,Ch3,Ch3,1
18752,0.24,0.123,0.159,0.478,Ch4,Ch4,1
18753,0.319,0.162,0.222,0.297,Ch1,Ch4,0
18754,0.153,0.427,0.155,0.265,Ch2,Ch3,0
18755,0.252,0.259,0.291,0.198,Ch3,Ch1,0
18756,0.13,0.446,0.217,0.207,Ch2,Ch1,0
18757,0.409,0.295,0.083,0.213,Ch1,Ch2,0
18758,0.155,0.314,0.282,0.249,Ch2,Ch3,0
18759,0.175,0.509,0.116,0.2,Ch2,Ch1,0
18760,0.401,0.137,0.099,0.363,Ch1,Ch4,0
18761,0.307,0.213,0.144,0.336,Ch4,Ch4,1
18762,0.239,0.16,0.237,0.364,Ch4,Ch2,0
18763,0.387,0.129,0.132,0.352,Ch1,Ch1,1
18764,0.361,0.246,0.129,0.264,Ch1,Ch3,0
18765,0.327,0.298,0.149,0.226,Ch1,Ch2,0
18766,0.149,0.131,0.483,0.237,Ch3,Ch3,1
18767,0.319,0.183,0.137,0.361,Ch4,Ch4,1
18768,0.338,0.198,0.187,0.277,Ch1,Ch3,0
18769,0.336,0.337,0.138,0.189,Ch2,Ch2,1
18770,0.227,0.227,0.128,0.418,Ch4,Ch4,1
18771,0.42,0.111,0.241,0.228,Ch1,Ch1,1
18772,0.225,0.42,0.134,0.221,Ch2,Ch2,1
18773,0.146,0.502,0.215,0.137,Ch2,Ch1,0
18774,0.103,0.166,0.584,0.147,Ch3,Ch3,1
18775,0.111,0.41,0.194,0.285,Ch2,Ch2,1
18776,0.502,0.148,0.09,0.26,Ch1,Ch1,1
18777,0.088,0.2,0.479,0.233,Ch3,Ch3,1
18778,0.229,0.106,0.221,0.444,Ch4,Ch1,0
18779,0.175,0.103,0.263,0.459,Ch4,Ch3,0
18780,0.231,0.095,0.425,0.249,Ch3,Ch3,1
18781,0.324,0.137,0.404,0.135,Ch3,Ch1,0
18782,0.151,0.101,0.215,0.533,Ch4,Ch3,0
18783,0.473,0.175,0.086,0.266,Ch1,Ch1,1
18784,0.106,0.502,0.123,0.269,Ch2,Ch2,1
18785,0.134,0.091,0.193,0.582,Ch4,Ch3,0
18786,0.496,0.117,0.105,0.282,Ch1,Ch1,1
18787,0.077,0.449,0.278,0.196,Ch2,Ch3,0
18788,0.377,0.104,0.281,0.238,Ch1,Ch1,1
18789,0.55,0.109,0.064,0.277,Ch1,Ch1,1
18790,0.13,0.123,0.171,0.576,Ch4,Ch4,1
18791,0.107,0.179,0.131,0.583,Ch4,Ch4,1
18792,0.24,0.155,0.379,0.226,Ch3,Ch2,0
18793,0.102,0.278,0.338,0.282,Ch3,Ch4,0
18794,0.116,0.385,0.131,0.368,Ch2,Ch1,0
18795,0.085,0.446,0.299,0.17,Ch2,Ch2,1
18796,0.176,0.121,0.159,0.544,Ch4,Ch4,1
18797,0.095,0.487,0.112,0.306,Ch2,Ch1,0
18798,0.328,0.184,0.103,0.385,Ch4,Ch3,0
18799,0.134,0.264,0.112,0.49,Ch4,Ch4,1
18800,0.193,0.097,0.461,0.249,Ch3,Ch1,0
18801,0.09,0.13,0.43,0.35,Ch3,Ch4,0
18802,0.39,0.094,0.16,0.356,Ch1,Ch2,0
18803,0.112,0.15,0.212,0.526,Ch4,Ch4,1
18804,0.415,0.136,0.101,0.348,Ch1,Ch4,0
18805,0.408,0.116,0.121,0.355,Ch1,Ch4,0
18806,0.087,0.491,0.119,0.303,Ch2,Ch4,0
18807,0.588,0.109,0.111,0.192,Ch1,Ch4,0
18808,0.363,0.166,0.115,0.356,Ch1,Ch4,0
18809,0.108,0.152,0.174,0.566,Ch4,Ch4,1
18810,0.391,0.262,0.118,0.229,Ch1,Ch4,0
18811,0.193,0.237,0.094,0.476,Ch4,Ch1,0
18812,0.167,0.109,0.19,0.534,Ch4,Ch3,0
18813,0.183,0.257,0.105,0.455,Ch4,Ch4,1
18814,0.141,0.152,0.225,0.482,Ch4,Ch3,0
18815,0.166,0.228,0.135,0.471,Ch4,Ch3,0
18816,0.09,0.24,0.458,0.212,Ch3,Ch3,1
18817,0.221,0.135,0.185,0.459,Ch4,Ch3,0
18818,0.157,0.126,0.151,0.566,Ch4,Ch1,0
18819,0.097,0.262,0.479,0.162,Ch3,Ch3,1
18820,0.15,0.152,0.177,0.521,Ch4,Ch4,1
18821,0.179,0.165,0.169,0.487,Ch4,Ch1,0
18822,0.408,0.223,0.193,0.176,Ch1,Ch1,1
18823,0.178,0.112,0.184,0.526,Ch4,Ch3,0
18824,0.118,0.196,0.523,0.163,Ch3,Ch3,1
18825,0.112,0.139,0.521,0.228,Ch3,Ch3,1
18826,0.066,0.168,0.213,0.553,Ch4,Ch3,0
18827,0.066,0.175,0.539,0.22,Ch3,Ch3,1
18828,0.171,0.173,0.084,0.572,Ch4,Ch4,1
18829,0.1,0.107,0.211,0.582,Ch4,Ch4,1
18830,0.295,0.158,0.278,0.269,Ch1,Ch4,0
18831,0.117,0.359,0.221,0.303,Ch2,Ch2,1
18832,0.128,0.234,0.302,0.336,Ch4,Ch4,1
18833,0.145,0.494,0.087,0.274,Ch2,Ch2,1
18834,0.251,0.259,0.127,0.363,Ch4,Ch4,1
18835,0.392,0.181,0.16,0.267,Ch1,Ch1,1
18836,0.208,0.292,0.117,0.383,Ch4,Ch4,1
18837,0.172,0.17,0.296,0.362,Ch4,Ch4,1
18838,0.119,0.219,0.371,0.291,Ch3,Ch4,0
18839,0.26,0.266,0.119,0.355,Ch4,Ch4,1
18840,0.145,0.171,0.271,0.413,Ch4,Ch4,1
18841,0.189,0.136,0.319,0.356,Ch4,Ch4,1
18842,0.27,0.137,0.2,0.393,Ch4,Ch4,1
18843,0.418,0.14,0.126,0.316,Ch1,Ch1,1
18844,0.075,0.235,0.321,0.369,Ch4,Ch4,1
18845,0.32,0.272,0.106,0.302,Ch1,Ch4,0
18846,0.213,0.163,0.17,0.454,Ch4,Ch4,1
18847,0.131,0.425,0.107,0.337,Ch2,Ch4,0
18848,0.3,0.134,0.289,0.277,Ch1,Ch3,0
18849,0.278,0.412,0.085,0.225,Ch2,Ch1,0
18850,0.584,0.101,0.126,0.189,Ch1,Ch1,1
18851,0.218,0.141,0.447,0.194,Ch3,Ch1,0
18852,0.166,0.078,0.375,0.381,Ch4,Ch3,0
18853,0.118,0.332,0.172,0.378,Ch4,Ch2,0
18854,0.108,0.099,0.387,0.406,Ch4,Ch3,0
18855,0.288,0.441,0.073,0.198,Ch2,Ch1,0
18856,0.193,0.318,0.118,0.371,Ch4,Ch2,0
18857,0.132,0.175,0.134,0.559,Ch4,Ch2,0
18858,0.153,0.397,0.134,0.316,Ch2,Ch3,0
18859,0.118,0.584,0.082,0.216,Ch2,Ch1,0
18860,0.158,0.485,0.074,0.283,Ch2,Ch1,0
18861,0.311,0.147,0.159,0.383,Ch4,Ch2,0
18862,0.138,0.149,0.113,0.6,Ch4,Ch2,0
18863,0.091,0.489,0.087,0.333,Ch2,Ch2,1
18864,0.063,0.121,0.607,0.209,Ch3,Ch3,1
18865,0.1,0.104,0.499,0.297,Ch3,Ch3,1
18866,0.09,0.133,0.501,0.276,Ch3,Ch3,1
18867,0.169,0.49,0.074,0.267,Ch2,Ch2,1
18868,0.221,0.291,0.275,0.213,Ch2,Ch1,0
18869,0.306,0.161,0.319,0.214,Ch3,Ch4,0
18870,0.136,0.476,0.179,0.209,Ch2,Ch4,0
18871,0.457,0.211,0.121,0.211,Ch1,Ch4,0
18872,0.273,0.379,0.149,0.199,Ch2,Ch1,0
18873,0.34,0.175,0.096,0.389,Ch4,Ch2,0
18874,0.461,0.167,0.094,0.278,Ch1,Ch4,0
18875,0.132,0.263,0.331,0.274,Ch3,Ch4,0
18876,0.15,0.312,0.367,0.171,Ch3,Ch2,0
18877,0.139,0.379,0.103,0.379,Ch2,Ch4,0
18878,0.271,0.404,0.171,0.154,Ch2,Ch1,0
18879,0.19,0.259,0.118,0.433,Ch4,Ch4,1
18880,0.217,0.197,0.329,0.257,Ch3,Ch4,0
18881,0.201,0.229,0.227,0.343,Ch4,Ch4,1
18882,0.171,0.172,0.331,0.326,Ch3,Ch3,1
18883,0.313,0.354,0.116,0.217,Ch2,Ch2,1
18884,0.119,0.176,0.265,0.44,Ch4,Ch4,1
18885,0.127,0.191,0.342,0.34,Ch3,Ch3,1
18886,0.419,0.135,0.132,0.314,Ch1,Ch4,0
18887,0.192,0.343,0.272,0.193,Ch2,Ch3,0
18888,0.108,0.102,0.282,0.508,Ch4,Ch4,1
18889,0.206,0.45,0.149,0.195,Ch2,Ch2,1
18890,0.11,0.17,0.275,0.445,Ch4,Ch4,1
18891,0.265,0.128,0.171,0.436,Ch4,Ch1,0
18892,0.075,0.227,0.253,0.445,Ch4,Ch4,1
18893,0.268,0.104,0.144,0.484,Ch4,Ch4,1
18894,0.46,0.193,0.129,0.218,Ch1,Ch1,1
18895,0.242,0.249,0.089,0.42,Ch4,Ch1,0
18896,0.111,0.149,0.334,0.406,Ch4,Ch3,0
18897,0.165,0.204,0.103,0.528,Ch4,Ch4,1
18898,0.108,0.427,0.083,0.382,Ch2,Ch2,1
18899,0.085,0.267,0.179,0.469,Ch4,Ch4,1
18900,0.169,0.092,0.221,0.518,Ch4,Ch4,1
18901,0.138,0.163,0.158,0.541,Ch4,Ch4,1
18902,0.078,0.447,0.076,0.399,Ch2,Ch2,1
18903,0.254,0.09,0.096,0.56,Ch4,Ch4,1
18904,0.118,0.216,0.147,0.519,Ch4,Ch4,1
18905,0.288,0.215,0.075,0.422,Ch4,Ch4,1
18906,0.198,0.166,0.264,0.372,Ch4,Ch1,0
18907,0.116,0.367,0.309,0.208,Ch2,Ch2,1
18908,0.248,0.25,0.214,0.288,Ch4,Ch3,0
18909,0.102,0.409,0.29,0.199,Ch2,Ch2,1
18910,0.212,0.2,0.412,0.176,Ch3,Ch3,1
18911,0.311,0.207,0.255,0.227,Ch1,Ch1,1
18912,0.245,0.31,0.246,0.199,Ch2,Ch3,0
18913,0.225,0.401,0.125,0.249,Ch2,Ch2,1
18914,0.2,0.428,0.119,0.253,Ch2,Ch2,1
18915,0.337,0.288,0.165,0.21,Ch1,Ch1,1
18916,0.1,0.399,0.272,0.229,Ch2,Ch3,0
18917,0.171,0.28,0.185,0.364,Ch4,Ch3,0
18918,0.224,0.388,0.135,0.253,Ch2,Ch2,1
18919,0.106,0.189,0.416,0.289,Ch3,Ch3,1
18920,0.206,0.292,0.264,0.238,Ch2,Ch2,1
18921,0.224,0.397,0.162,0.217,Ch2,Ch1,0
18922,0.284,0.224,0.145,0.347,Ch4,Ch4,1
18923,0.197,0.289,0.216,0.298,Ch4,Ch1,0
18924,0.214,0.336,0.148,0.302,Ch2,Ch4,0
18925,0.1,0.302,0.407,0.191,Ch3,Ch2,0
18926,0.431,0.244,0.114,0.211,Ch1,Ch3,0
18927,0.097,0.174,0.365,0.364,Ch3,Ch1,0
18928,0.293,0.338,0.191,0.178,Ch2,Ch1,0
18929,0.343,0.122,0.187,0.348,Ch4,Ch4,1
18930,0.107,0.22,0.377,0.296,Ch3,Ch2,0
18931,0.105,0.475,0.102,0.318,Ch2,Ch2,1
18932,0.109,0.146,0.545,0.2,Ch3,Ch3,1
18933,0.278,0.107,0.307,0.308,Ch4,Ch1,0
18934,0.387,0.149,0.116,0.348,Ch1,Ch1,1
18935,0.084,0.298,0.287,0.331,Ch4,Ch3,0
18936,0.481,0.171,0.226,0.122,Ch1,Ch3,0
18937,0.346,0.306,0.198,0.15,Ch1,Ch3,0
18938,0.083,0.179,0.482,0.256,Ch3,Ch4,0
18939,0.132,0.348,0.133,0.387,Ch4,Ch1,0
18940,0.331,0.119,0.288,0.262,Ch1,Ch4,0
18941,0.298,0.169,0.175,0.358,Ch4,Ch4,1
18942,0.133,0.112,0.503,0.252,Ch3,Ch1,0
18943,0.159,0.348,0.29,0.203,Ch2,Ch1,0
18944,0.109,0.235,0.428,0.228,Ch3,Ch2,0
18945,0.374,0.222,0.113,0.291,Ch1,Ch1,1
18946,0.3,0.23,0.212,0.258,Ch1,Ch3,0
18947,0.199,0.292,0.232,0.277,Ch2,Ch2,1
18948,0.343,0.084,0.423,0.15,Ch3,Ch3,1
18949,0.232,0.097,0.482,0.189,Ch3,Ch3,1
18950,0.506,0.149,0.129,0.216,Ch1,Ch1,1
18951,0.079,0.468,0.243,0.21,Ch2,Ch3,0
18952,0.392,0.119,0.136,0.353,Ch1,Ch1,1
18953,0.232,0.119,0.183,0.466,Ch4,Ch1,0
18954,0.137,0.285,0.449,0.129,Ch3,Ch3,1
18955,0.13,0.17,0.133,0.567,Ch4,Ch2,0
18956,0.203,0.221,0.118,0.458,Ch4,Ch2,0
18957,0.47,0.157,0.113,0.26,Ch1,Ch1,1
18958,0.614,0.089,0.086,0.211,Ch1,Ch3,0
18959,0.297,0.278,0.106,0.319,Ch4,Ch1,0
18960,0.09,0.471,0.117,0.322,Ch2,Ch2,1
18961,0.179,0.167,0.415,0.239,Ch3,Ch2,0
18962,0.121,0.471,0.123,0.285,Ch2,Ch2,1
18963,0.142,0.499,0.106,0.253,Ch2,Ch3,0
18964,0.115,0.286,0.369,0.23,Ch3,Ch3,1
18965,0.157,0.257,0.164,0.422,Ch4,Ch1,0
18966,0.405,0.132,0.167,0.296,Ch1,Ch3,0
18967,0.124,0.429,0.181,0.266,Ch2,Ch1,0
18968,0.141,0.143,0.156,0.56,Ch4,Ch2,0
18969,0.217,0.156,0.325,0.302,Ch3,Ch2,0
18970,0.153,0.395,0.102,0.35,Ch2,Ch2,1
18971,0.413,0.128,0.161,0.298,Ch1,Ch1,1
18972,0.432,0.145,0.108,0.315,Ch1,Ch2,0
18973,0.116,0.258,0.179,0.447,Ch4,Ch3,0
18974,0.12,0.502,0.131,0.247,Ch2,Ch3,0
18975,0.204,0.181,0.115,0.5,Ch4,Ch2,0
18976,0.381,0.143,0.235,0.241,Ch1,Ch2,0
18977,0.175,0.506,0.092,0.227,Ch2,Ch2,1
18978,0.162,0.119,0.48,0.239,Ch3,Ch3,1
18979,0.449,0.15,0.112,0.289,Ch1,Ch1,1
18980,0.144,0.395,0.172,0.289,Ch2,Ch3,0
18981,0.14,0.208,0.13,0.522,Ch4,Ch2,0
18982,0.252,0.148,0.176,0.424,Ch4,Ch4,1
18983,0.241,0.307,0.166,0.286,Ch2,Ch1,0
18984,0.254,0.313,0.17,0.263,Ch2,Ch3,0
18985,0.183,0.402,0.131,0.284,Ch2,Ch2,1
18986,0.345,0.183,0.159,0.313,Ch1,Ch1,1
18987,0.147,0.236,0.194,0.423,Ch4,Ch4,1
18988,0.143,0.438,0.129,0.29,Ch2,Ch2,1
18989,0.142,0.162,0.324,0.372,Ch4,Ch3,0
18990,0.165,0.24,0.139,0.456,Ch4,Ch4,1
18991,0.269,0.238,0.306,0.187,Ch3,Ch3,1
18992,0.273,0.14,0.329,0.258,Ch3,Ch3,1
18993,0.116,0.436,0.131,0.317,Ch2,Ch4,0
18994,0.161,0.451,0.119,0.269,Ch2,Ch4,0
18995,0.151,0.153,0.41,0.286,Ch3,Ch4,0
18996,0.156,0.393,0.162,0.289,Ch2,Ch2,1
18997,0.105,0.333,0.309,0.253,Ch2,Ch2,1
18998,0.156,0.286,0.327,0.231,Ch3,Ch3,1
18999,0.156,0.135,0.402,0.307,Ch3,Ch3,1
19000,0.149,0.357,0.224,0.27,Ch2,Ch2,1
19001,0.213,0.37,0.19,0.227,Ch2,Ch1,0
19002,0.288,0.281,0.203,0.228,Ch1,Ch1,1
19003,0.163,0.248,0.25,0.339,Ch4,Ch3,0
19004,0.19,0.171,0.386,0.253,Ch3,Ch3,1
19005,0.356,0.221,0.202,0.221,Ch1,Ch2,0
19006,0.151,0.426,0.141,0.282,Ch2,Ch2,1
19007,0.178,0.169,0.304,0.349,Ch4,Ch3,0
19008,0.162,0.249,0.178,0.411,Ch4,Ch2,0
19009,0.184,0.202,0.35,0.264,Ch3,Ch3,1
19010,0.155,0.18,0.363,0.302,Ch3,Ch3,1
19011,0.218,0.149,0.205,0.428,Ch4,Ch3,0
19012,0.123,0.278,0.346,0.253,Ch3,Ch1,0
19013,0.36,0.136,0.267,0.237,Ch1,Ch3,0
19014,0.206,0.238,0.148,0.408,Ch4,Ch2,0
19015,0.161,0.173,0.341,0.325,Ch3,Ch1,0
19016,0.17,0.154,0.201,0.475,Ch4,Ch3,0
19017,0.185,0.439,0.108,0.268,Ch2,Ch3,0
19018,0.153,0.203,0.194,0.45,Ch4,Ch3,0
19019,0.405,0.189,0.165,0.241,Ch1,Ch2,0
19020,0.292,0.33,0.098,0.28,Ch2,Ch4,0
19021,0.088,0.419,0.313,0.18,Ch2,Ch4,0
19022,0.085,0.373,0.101,0.441,Ch4,Ch4,1
19023,0.316,0.087,0.31,0.287,Ch1,Ch3,0
19024,0.116,0.191,0.344,0.349,Ch4,Ch4,1
19025,0.176,0.205,0.316,0.303,Ch3,Ch4,0
19026,0.28,0.316,0.135,0.269,Ch2,Ch1,0
19027,0.077,0.475,0.143,0.305,Ch2,Ch2,1
19028,0.261,0.102,0.306,0.331,Ch4,Ch4,1
19029,0.108,0.304,0.305,0.283,Ch3,Ch2,0
19030,0.172,0.337,0.1,0.391,Ch4,Ch4,1
19031,0.243,0.517,0.121,0.119,Ch2,Ch1,0
19032,0.291,0.194,0.216,0.299,Ch4,Ch4,1
19033,0.635,0.079,0.093,0.193,Ch1,Ch1,1
19034,0.534,0.077,0.096,0.293,Ch1,Ch1,1
19035,0.087,0.458,0.113,0.342,Ch2,Ch4,0
19036,0.331,0.402,0.109,0.158,Ch2,Ch1,0
19037,0.088,0.395,0.311,0.206,Ch2,Ch2,1
19038,0.433,0.169,0.079,0.319,Ch1,Ch4,0
19039,0.212,0.509,0.12,0.159,Ch2,Ch2,1
19040,0.356,0.211,0.124,0.309,Ch1,Ch1,1
19041,0.202,0.157,0.199,0.442,Ch4,Ch1,0
19042,0.436,0.169,0.183,0.212,Ch1,Ch1,1
19043,0.242,0.248,0.168,0.342,Ch4,Ch2,0
19044,0.179,0.208,0.166,0.447,Ch4,Ch2,0
19045,0.122,0.153,0.257,0.468,Ch4,Ch3,0
19046,0.481,0.152,0.174,0.193,Ch1,Ch1,1
19047,0.161,0.159,0.481,0.199,Ch3,Ch3,1
19048,0.216,0.137,0.183,0.464,Ch4,Ch1,0
19049,0.143,0.26,0.153,0.444,Ch4,Ch4,1
19050,0.11,0.258,0.189,0.443,Ch4,Ch2,0
19051,0.344,0.336,0.125,0.195,Ch1,Ch2,0
