Task,Ch1,Ch2,Ch3,Ch4,test,,Ch1,Ch2,Ch3,Ch4,,
7,0.104,0.114,0.172,0.61,Ch4,,0,1,0,0,Ch2,0
8,0.124,0.198,0.408,0.27,Ch3,,0,0,1,0,Ch3,1
8,0.07,0.096,0.196,0.638,Ch4,,0,0,1,0,Ch3,0
10,0.108,0.112,0.674,0.106,Ch3,,0,0,1,0,Ch3,1
12,0.088,0.234,0.178,0.5,Ch4,,0,0,0,1,Ch4,1
13,0.118,0.226,0.158,0.498,Ch4,,0,0,0,1,Ch4,1
14,0.082,0.218,0.204,0.496,Ch4,,0,0,0,1,Ch4,1
15,0.16,0.426,0.21,0.204,Ch2,,0,1,0,0,Ch2,1
15,0.168,0.362,0.186,0.284,Ch2,,0,1,0,0,Ch2,1
15,0.024,0.206,0.178,0.592,Ch4,,0,1,0,0,Ch2,0
17,0.114,0.184,0.456,0.246,Ch3,,0,0,1,0,Ch3,1
18,0.042,0.254,0.31,0.394,Ch4,,0,0,1,0,Ch3,0
19,0.068,0.26,0.298,0.374,Ch4,,0,1,0,0,Ch2,0
2,0.498,0.182,0.244,0.076,Ch1,,1,0,0,0,Ch1,1
2,0.398,0.222,0.3,0.08,Ch1,,1,0,0,0,Ch1,1
3,0.114,0.176,0.626,0.084,Ch3,,0,0,1,0,Ch3,1
3,0.25,0.234,0.436,0.08,Ch3,,0,0,1,0,Ch3,1
5,0.192,0.398,0.252,0.158,Ch2,,0,1,0,0,Ch2,1
6,0.15,0.446,0.292,0.112,Ch2,,0,1,0,0,Ch2,1
8,0.134,0.532,0.25,0.084,Ch2,,0,1,0,0,Ch2,1
9,0.102,0.148,0.66,0.09,Ch3,,0,0,1,0,Ch3,1
10,0.056,0.192,0.68,0.072,Ch3,,0,0,1,0,Ch3,1
11,0.136,0.27,0.508,0.086,Ch3,,0,0,1,0,Ch3,1
17,0.126,0.216,0.506,0.152,Ch3,,0,0,1,0,Ch3,1
18,0.142,0.17,0.576,0.112,Ch3,,0,0,1,0,Ch3,1
1,0.202,0.122,0.122,0.554,Ch4,,0,0,0,1,Ch4,1
4,0.114,0.092,0.066,0.728,Ch4,,0,0,1,0,Ch3,0
5,0.09,0.124,0.188,0.598,Ch4,,0,0,0,1,Ch4,1
5,0.218,0.116,0.05,0.616,Ch4,,0,0,0,1,Ch4,1
6,0.308,0.11,0.03,0.552,Ch4,,0,0,0,1,Ch4,1
7,0.384,0.148,0.238,0.23,Ch1,,1,0,0,0,Ch1,1
8,0.192,0.302,0.134,0.372,Ch4,,0,1,0,0,Ch2,0
8,0.322,0.166,0.02,0.492,Ch4,,0,1,0,0,Ch2,0
9,0.256,0.168,0.208,0.368,Ch4,,0,0,0,1,Ch4,1
9,0.172,0.156,0.126,0.546,Ch4,,0,0,0,1,Ch4,1
9,0.288,0.182,0.02,0.51,Ch4,,0,0,0,1,Ch4,1
11,0.124,0.166,0.17,0.54,Ch4,,0,0,0,1,Ch4,1
12,0.472,0.174,0.148,0.206,Ch1,,1,0,0,0,Ch1,1
13,0.16,0.154,0.128,0.558,Ch4,,0,0,0,1,Ch4,1
14,0.342,0.066,0.014,0.578,Ch4,,1,0,0,0,Ch1,0
15,0.464,0.128,0.082,0.326,Ch1,,1,0,0,0,Ch1,1
18,0.206,0.418,0.098,0.278,Ch2,,0,1,0,0,Ch2,1
19,0.22,0.172,0.086,0.522,Ch4,,0,0,0,1,Ch4,1
1,0.252,0.46,0.142,0.146,Ch2,,0,1,0,0,Ch2,1
1,0.602,0.196,0.088,0.114,Ch1,,0,1,0,0,Ch2,0
6,0.14,0.524,0.124,0.212,Ch2,,0,1,0,0,Ch2,1
7,0.17,0.436,0.232,0.162,Ch2,,0,0,1,0,Ch3,0
8,0.478,0.214,0.18,0.128,Ch1,,1,0,0,0,Ch1,1
8,0.172,0.35,0.294,0.184,Ch2,,1,0,0,0,Ch1,0
9,0.144,0.192,0.508,0.156,Ch3,,0,0,1,0,Ch3,1
10,0.51,0.218,0.122,0.15,Ch1,,1,0,0,0,Ch1,1
10,0.126,0.306,0.314,0.254,Ch3,,1,0,0,0,Ch1,0
12,0.146,0.412,0.19,0.252,Ch2,,0,1,0,0,Ch2,1
13,0.352,0.406,0.136,0.106,Ch2,,0,1,0,0,Ch2,1
13,0.122,0.35,0.266,0.262,Ch2,,0,1,0,0,Ch2,1
14,0.288,0.202,0.426,0.084,Ch3,,0,0,1,0,Ch3,1
15,0.13,0.296,0.282,0.292,Ch2,,0,0,0,1,Ch4,0
16,0.234,0.222,0.162,0.382,Ch4,,0,0,0,1,Ch4,1
16,0.14,0.19,0.156,0.514,Ch4,,0,0,0,1,Ch4,1
17,0.266,0.25,0.252,0.232,Ch1,,1,0,0,0,Ch1,1
17,0.306,0.272,0.186,0.236,Ch1,,1,0,0,0,Ch1,1
18,0.16,0.454,0.158,0.228,Ch2,,0,1,0,0,Ch2,1
1,0.112,0.158,0.592,0.138,Ch3,,0,0,1,0,Ch3,1
4,0.148,0.152,0.504,0.196,Ch3,,0,0,1,0,Ch3,1
4,0.08,0.344,0.44,0.136,Ch3,,0,0,1,0,Ch3,1
7,0.132,0.208,0.536,0.124,Ch3,,0,0,1,0,Ch3,1
10,0.15,0.528,0.118,0.204,Ch2,,0,1,0,0,Ch2,1
12,0.054,0.598,0.15,0.198,Ch2,,1,0,0,0,Ch1,0
13,0.068,0.478,0.218,0.236,Ch2,,0,1,0,0,Ch2,1
14,0.136,0.256,0.488,0.12,Ch3,,0,0,1,0,Ch3,1
15,0.082,0.438,0.208,0.272,Ch2,,0,1,0,0,Ch2,1
16,0.168,0.252,0.354,0.226,Ch3,,0,0,1,0,Ch3,1
16,0.1,0.408,0.166,0.326,Ch2,,0,0,1,0,Ch3,0
18,0.42,0.24,0.148,0.192,Ch1,,1,0,0,0,Ch1,1
19,0.154,0.406,0.242,0.198,Ch2,,0,1,0,0,Ch2,1
4,0.128,0.134,0.5,0.238,Ch3,,0,0,1,0,Ch3,1
4,0.04,0.12,0.602,0.238,Ch3,,0,0,1,0,Ch3,1
6,0.126,0.114,0.53,0.23,Ch3,,0,0,1,0,Ch3,1
7,0.19,0.34,0.268,0.202,Ch2,,0,1,0,0,Ch2,1
7,0.234,0.372,0.19,0.204,Ch2,,0,1,0,0,Ch2,1
8,0.158,0.106,0.176,0.56,Ch4,,0,0,0,1,Ch4,1
9,0.404,0.146,0.22,0.23,Ch1,,1,0,0,0,Ch1,1
12,0.186,0.434,0.14,0.24,Ch2,,0,1,0,0,Ch2,1
13,0.236,0.328,0.238,0.198,Ch2,,1,0,0,0,Ch1,0
14,0.232,0.302,0.278,0.188,Ch2,,1,0,0,0,Ch1,0
15,0.138,0.144,0.508,0.21,Ch3,,0,0,1,0,Ch3,1
16,0.478,0.11,0.23,0.182,Ch1,,1,0,0,0,Ch1,1
16,0.428,0.182,0.234,0.156,Ch1,,1,0,0,0,Ch1,1
17,0.158,0.49,0.198,0.154,Ch2,,0,1,0,0,Ch2,1
18,0.17,0.442,0.168,0.22,Ch2,,0,1,0,0,Ch2,1
18,0.198,0.422,0.22,0.16,Ch2,,0,1,0,0,Ch2,1
1,0.492,0.148,0.15,0.21,Ch1,,1,0,0,0,Ch1,1
2,0.134,0.258,0.36,0.248,Ch3,,0,0,1,0,Ch3,1
3,0.134,0.046,0.378,0.442,Ch4,,0,0,0,1,Ch4,1
6,0.4,0.102,0.104,0.394,Ch1,,1,0,0,0,Ch1,1
8,0.21,0.118,0.418,0.254,Ch3,,0,0,1,0,Ch3,1
8,0.14,0.124,0.41,0.326,Ch3,,0,0,1,0,Ch3,1
10,0.154,0.122,0.13,0.594,Ch4,,0,0,0,1,Ch4,1
13,0.054,0.02,0.256,0.67,Ch4,,0,0,0,1,Ch4,1
14,0.116,0.124,0.468,0.292,Ch3,,0,0,1,0,Ch3,1
15,0.122,0.104,0.172,0.602,Ch4,,0,0,0,1,Ch4,1
3,0.134,0.132,0.108,0.626,Ch4,,0,0,0,1,Ch4,1
3,0.04,0.034,0.032,0.894,Ch4,,0,0,0,1,Ch4,1
6,0.124,0.09,0.088,0.698,Ch4,,0,0,0,1,Ch4,1
7,0.096,0.128,0.078,0.698,Ch4,,0,0,0,1,Ch4,1
7,0.016,0.014,0.01,0.96,Ch4,,0,0,0,1,Ch4,1
8,0.084,0.096,0.116,0.704,Ch4,,0,0,0,1,Ch4,1
9,0.056,0.074,0.076,0.794,Ch4,,0,0,0,1,Ch4,1
9,0.004,0.012,0.006,0.978,Ch4,,0,0,0,1,Ch4,1
12,0.086,0.152,0.122,0.64,Ch4,,0,0,0,1,Ch4,1
16,0.078,0.124,0.092,0.706,Ch4,,0,0,0,1,Ch4,1
16,0.108,0.126,0.078,0.688,Ch4,,0,0,0,1,Ch4,1
16,0.008,0.01,0.008,0.974,Ch4,,0,0,0,1,Ch4,1
17,0.098,0.106,0.16,0.636,Ch4,,0,0,0,1,Ch4,1
17,0.014,0.014,0.01,0.962,Ch4,,0,0,0,1,Ch4,1
19,0.102,0.212,0.13,0.556,Ch4,,0,0,0,1,Ch4,1
19,0.086,0.122,0.106,0.686,Ch4,,0,0,0,1,Ch4,1
2,0.8,0.06,0.052,0.088,Ch1,,1,0,0,0,Ch1,1
3,0.58,0.156,0.138,0.126,Ch1,,1,0,0,0,Ch1,1
4,0.516,0.166,0.136,0.182,Ch1,,1,0,0,0,Ch1,1
6,0.288,0.178,0.168,0.366,Ch4,,0,0,0,1,Ch4,1
8,0.224,0.342,0.13,0.304,Ch2,,0,1,0,0,Ch2,1
8,0.68,0.078,0.044,0.198,Ch1,,0,1,0,0,Ch2,0
10,0.618,0.096,0.07,0.216,Ch1,,0,0,1,0,Ch3,0
11,0.47,0.156,0.208,0.166,Ch1,,1,0,0,0,Ch1,1
11,0.504,0.172,0.112,0.212,Ch1,,1,0,0,0,Ch1,1
12,0.166,0.556,0.146,0.132,Ch2,,0,1,0,0,Ch2,1
14,0.206,0.138,0.172,0.484,Ch4,,0,0,0,1,Ch4,1
15,0.482,0.194,0.152,0.172,Ch1,,1,0,0,0,Ch1,1
16,0.486,0.154,0.17,0.19,Ch1,,1,0,0,0,Ch1,1
16,0.458,0.168,0.102,0.272,Ch1,,1,0,0,0,Ch1,1
17,0.186,0.172,0.102,0.54,Ch4,,0,0,0,1,Ch4,1
19,0.11,0.16,0.13,0.6,Ch4,,0,0,0,1,Ch4,1
19,0.298,0.096,0.052,0.554,Ch4,,0,0,0,1,Ch4,1
5,0.246,0.402,0.218,0.134,Ch2,,0,1,0,0,Ch2,1
6,0.234,0.216,0.356,0.194,Ch3,,0,0,1,0,Ch3,1
6,0.484,0.164,0.018,0.334,Ch1,,0,0,1,0,Ch3,0
7,0.408,0.142,0.208,0.242,Ch1,,1,0,0,0,Ch1,1
7,0.386,0.194,0.156,0.264,Ch1,,1,0,0,0,Ch1,1
8,0.192,0.2,0.186,0.422,Ch4,,0,0,0,1,Ch4,1
9,0.232,0.222,0.164,0.382,Ch4,,0,0,0,1,Ch4,1
11,0.46,0.174,0.134,0.232,Ch1,,1,0,0,0,Ch1,1
12,0.422,0.102,0.022,0.454,Ch4,,0,0,1,0,Ch3,0
13,0.138,0.172,0.142,0.548,Ch4,,0,0,0,1,Ch4,1
15,0.142,0.172,0.334,0.352,Ch4,,0,0,1,0,Ch3,0
15,0.224,0.31,0.286,0.18,Ch2,,0,0,1,0,Ch3,0
15,0.33,0.164,0.026,0.48,Ch4,,0,0,1,0,Ch3,0
16,0.158,0.358,0.204,0.28,Ch2,,0,1,0,0,Ch2,1
16,0.16,0.262,0.286,0.292,Ch4,,0,1,0,0,Ch2,0
16,0.376,0.14,0.02,0.464,Ch4,,0,1,0,0,Ch2,0
17,0.284,0.216,0.136,0.364,Ch4,,1,0,0,0,Ch1,0
18,0.148,0.158,0.128,0.566,Ch4,,0,0,0,1,Ch4,1
19,0.274,0.112,0.062,0.552,Ch4,,0,0,0,1,Ch4,1
1,0.166,0.204,0.456,0.174,Ch3,,0,0,1,0,Ch3,1
5,0.118,0.508,0.25,0.124,Ch2,,0,1,0,0,Ch2,1
7,0.426,0.292,0.144,0.138,Ch1,,1,0,0,0,Ch1,1
8,0.104,0.322,0.464,0.11,Ch3,,0,0,1,0,Ch3,1
9,0.114,0.312,0.422,0.152,Ch3,,0,0,1,0,Ch3,1
10,0.412,0.306,0.152,0.13,Ch1,,1,0,0,0,Ch1,1
18,0.024,0.772,0.092,0.112,Ch2,,0,1,0,0,Ch2,1
1,0.112,0.43,0.34,0.118,Ch2,,0,0,1,0,Ch3,0
2,0.148,0.366,0.27,0.216,Ch2,,0,1,0,0,Ch2,1
3,0.138,0.2,0.49,0.172,Ch3,,0,0,1,0,Ch3,1
5,0.13,0.174,0.604,0.092,Ch3,,0,0,1,0,Ch3,1
6,0.136,0.424,0.324,0.116,Ch2,,0,1,0,0,Ch2,1
6,0.056,0.376,0.432,0.136,Ch3,,0,1,0,0,Ch2,0
7,0.14,0.296,0.35,0.214,Ch3,,0,1,0,0,Ch2,0
7,0.134,0.458,0.268,0.14,Ch2,,0,1,0,0,Ch2,1
8,0.128,0.444,0.258,0.17,Ch2,,0,1,0,0,Ch2,1
9,0.152,0.406,0.288,0.154,Ch2,,0,1,0,0,Ch2,1
9,0.124,0.436,0.302,0.138,Ch2,,0,1,0,0,Ch2,1
13,0.242,0.24,0.376,0.142,Ch3,,0,0,1,0,Ch3,1
13,0.124,0.18,0.508,0.188,Ch3,,0,0,1,0,Ch3,1
15,0.16,0.246,0.464,0.13,Ch3,,0,0,1,0,Ch3,1
17,0.016,0.186,0.674,0.124,Ch3,,0,1,0,0,Ch2,0
1,0.192,0.306,0.396,0.106,Ch3,,0,1,0,0,Ch2,0
2,0.21,0.252,0.388,0.15,Ch3,,0,0,1,0,Ch3,1
4,0.456,0.212,0.204,0.128,Ch1,,1,0,0,0,Ch1,1
4,0.342,0.204,0.334,0.12,Ch1,,1,0,0,0,Ch1,1
6,0.482,0.162,0.23,0.126,Ch1,,1,0,0,0,Ch1,1
7,0.152,0.134,0.512,0.202,Ch3,,0,0,1,0,Ch3,1
7,0.262,0.18,0.358,0.2,Ch3,,0,0,1,0,Ch3,1
8,0.156,0.122,0.484,0.238,Ch3,,0,0,1,0,Ch3,1
9,0.188,0.148,0.352,0.312,Ch3,,0,0,1,0,Ch3,1
9,0.18,0.188,0.444,0.188,Ch3,,0,0,1,0,Ch3,1
11,0.14,0.16,0.148,0.552,Ch4,,0,0,0,1,Ch4,1
13,0.112,0.16,0.136,0.592,Ch4,,0,0,0,1,Ch4,1
13,0.142,0.114,0.364,0.38,Ch4,,0,0,0,1,Ch4,1
15,0.142,0.16,0.276,0.422,Ch4,,0,0,0,1,Ch4,1
16,0.152,0.37,0.152,0.326,Ch2,,0,1,0,0,Ch2,1
17,0.252,0.178,0.4,0.17,Ch3,,1,0,0,0,Ch1,0
18,0.104,0.11,0.148,0.638,Ch4,,0,0,0,1,Ch4,1
1,0.144,0.464,0.18,0.212,Ch2,,0,1,0,0,Ch2,1
2,0.136,0.442,0.218,0.204,Ch2,,0,1,0,0,Ch2,1
3,0.168,0.168,0.52,0.144,Ch3,,0,0,1,0,Ch3,1
4,0.376,0.22,0.236,0.168,Ch1,,1,0,0,0,Ch1,1
4,0.394,0.196,0.19,0.22,Ch1,,1,0,0,0,Ch1,1
6,0.476,0.168,0.184,0.172,Ch1,,1,0,0,0,Ch1,1
9,0.152,0.168,0.17,0.51,Ch4,,0,0,0,1,Ch4,1
9,0.238,0.264,0.152,0.346,Ch4,,0,0,0,1,Ch4,1
10,0.142,0.248,0.13,0.48,Ch4,,0,0,0,1,Ch4,1
12,0.138,0.53,0.162,0.17,Ch2,,0,1,0,0,Ch2,1
12,0.07,0.274,0.118,0.538,Ch4,,0,1,0,0,Ch2,0
14,0.122,0.214,0.354,0.31,Ch3,,0,0,1,0,Ch3,1
15,0.19,0.352,0.158,0.3,Ch2,,0,1,0,0,Ch2,1
15,0.148,0.48,0.168,0.204,Ch2,,0,1,0,0,Ch2,1
17,0.048,0.426,0.11,0.416,Ch2,,0,0,1,0,Ch3,0
18,0.12,0.398,0.11,0.372,Ch2,,0,1,0,0,Ch2,1
19,0.148,0.424,0.226,0.202,Ch2,,0,1,0,0,Ch2,1
1,0.42,0.188,0.142,0.25,Ch1,,1,0,0,0,Ch1,1
1,0.408,0.214,0.172,0.206,Ch1,,1,0,0,0,Ch1,1
2,0.186,0.214,0.104,0.496,Ch4,,0,0,0,1,Ch4,1
3,0.41,0.172,0.156,0.262,Ch1,,1,0,0,0,Ch1,1
4,0.234,0.306,0.246,0.214,Ch2,,0,1,0,0,Ch2,1
5,0.172,0.398,0.15,0.28,Ch2,,0,1,0,0,Ch2,1
5,0.23,0.3,0.234,0.236,Ch2,,0,1,0,0,Ch2,1
5,0.39,0.324,0.068,0.218,Ch1,,0,1,0,0,Ch2,0
7,0.134,0.21,0.382,0.274,Ch3,,0,0,1,0,Ch3,1
7,0.368,0.3,0.088,0.244,Ch1,,0,0,1,0,Ch3,0
9,0.168,0.224,0.36,0.248,Ch3,,0,0,1,0,Ch3,1
9,0.198,0.176,0.354,0.272,Ch3,,0,0,1,0,Ch3,1
11,0.138,0.304,0.224,0.334,Ch4,,0,1,0,0,Ch2,0
11,0.22,0.316,0.178,0.286,Ch2,,0,1,0,0,Ch2,1
12,0.28,0.336,0.058,0.326,Ch2,,0,0,0,1,Ch4,0
13,0.322,0.208,0.128,0.342,Ch4,,1,0,0,0,Ch1,0
13,0.416,0.134,0.132,0.318,Ch1,,1,0,0,0,Ch1,1
15,0.31,0.236,0.178,0.276,Ch1,,1,0,0,0,Ch1,1
15,0.322,0.166,0.182,0.33,Ch4,,1,0,0,0,Ch1,0
15,0.29,0.308,0.038,0.364,Ch4,,1,0,0,0,Ch1,0
18,0.138,0.112,0.112,0.638,Ch4,,0,0,0,1,Ch4,1
19,0.406,0.206,0.146,0.242,Ch1,,1,0,0,0,Ch1,1
1,0.062,0.102,0.116,0.72,Ch4,,0,0,1,0,Ch3,0
4,0.046,0.098,0.028,0.828,Ch4,,0,0,0,1,Ch4,1
9,0.08,0.12,0.128,0.672,Ch4,,0,0,0,1,Ch4,1
13,0.12,0.188,0.35,0.342,Ch3,,0,0,1,0,Ch3,1
16,0.438,0.196,0.136,0.23,Ch1,,1,0,0,0,Ch1,1
16,0.252,0.218,0.076,0.454,Ch4,,1,0,0,0,Ch1,0
18,0.406,0.19,0.148,0.256,Ch1,,1,0,0,0,Ch1,1
1,0.552,0.176,0.176,0.096,Ch1,,1,0,0,0,Ch1,1
2,0.424,0.204,0.224,0.148,Ch1,,1,0,0,0,Ch1,1
4,0.236,0.296,0.374,0.094,Ch3,,0,0,1,0,Ch3,1
4,0.574,0.16,0.18,0.086,Ch1,,0,0,1,0,Ch3,0
6,0.37,0.286,0.234,0.11,Ch1,,0,1,0,0,Ch2,0
8,0.172,0.456,0.214,0.158,Ch2,,0,1,0,0,Ch2,1
10,0.184,0.502,0.166,0.148,Ch2,,0,1,0,0,Ch2,1
11,0.564,0.17,0.122,0.144,Ch1,,1,0,0,0,Ch1,1
12,0.158,0.2,0.128,0.514,Ch4,,0,0,0,1,Ch4,1
14,0.128,0.418,0.246,0.208,Ch2,,0,1,0,0,Ch2,1
14,0.138,0.504,0.138,0.22,Ch2,,0,1,0,0,Ch2,1
15,0.122,0.498,0.198,0.182,Ch2,,0,1,0,0,Ch2,1
15,0.06,0.468,0.332,0.14,Ch2,,0,1,0,0,Ch2,1
16,0.154,0.372,0.238,0.236,Ch2,,0,1,0,0,Ch2,1
16,0.212,0.324,0.184,0.28,Ch2,,0,1,0,0,Ch2,1
17,0.172,0.154,0.504,0.17,Ch3,,0,0,1,0,Ch3,1
18,0.124,0.18,0.508,0.188,Ch3,,0,0,1,0,Ch3,1
18,0.18,0.272,0.358,0.19,Ch3,,0,0,1,0,Ch3,1
19,0.108,0.162,0.566,0.164,Ch3,,0,0,1,0,Ch3,1
3,0.156,0.118,0.114,0.612,Ch4,,0,0,0,1,Ch4,1
4,0.522,0.158,0.146,0.174,Ch1,,1,0,0,0,Ch1,1
6,0.102,0.182,0.184,0.532,Ch4,,0,0,0,1,Ch4,1
6,0.162,0.154,0.208,0.476,Ch4,,0,0,0,1,Ch4,1
7,0.34,0.152,0.176,0.332,Ch1,,0,0,0,1,Ch4,0
7,0.102,0.12,0.046,0.732,Ch4,,0,0,0,1,Ch4,1
8,0.086,0.088,0.052,0.774,Ch4,,0,0,1,0,Ch3,0
9,0.058,0.078,0.056,0.808,Ch4,,0,0,0,1,Ch4,1
11,0.142,0.116,0.19,0.552,Ch4,,0,0,0,1,Ch4,1
12,0.154,0.134,0.126,0.586,Ch4,,0,0,0,1,Ch4,1
12,0.12,0.174,0.276,0.43,Ch4,,0,0,0,1,Ch4,1
13,0.388,0.176,0.132,0.304,Ch1,,1,0,0,0,Ch1,1
13,0.08,0.04,0.096,0.784,Ch4,,1,0,0,0,Ch1,0
14,0.204,0.142,0.414,0.24,Ch3,,0,0,1,0,Ch3,1
15,0.146,0.04,0.176,0.638,Ch4,,0,0,1,0,Ch3,0
16,0.188,0.044,0.128,0.64,Ch4,,0,0,1,0,Ch3,0
17,0.42,0.142,0.14,0.298,Ch1,,1,0,0,0,Ch1,1
19,0.134,0.236,0.282,0.348,Ch4,,0,0,0,1,Ch4,1
19,0.15,0.16,0.152,0.538,Ch4,,0,0,0,1,Ch4,1
2,0.176,0.43,0.188,0.206,Ch2,,0,1,0,0,Ch2,1
3,0.26,0.132,0.198,0.41,Ch4,,0,0,0,1,Ch4,1
3,0.312,0.36,0.186,0.142,Ch2,,0,0,0,1,Ch4,0
4,0.182,0.17,0.12,0.528,Ch4,,0,0,0,1,Ch4,1
4,0.29,0.268,0.27,0.172,Ch1,,0,0,0,1,Ch4,0
5,0.222,0.154,0.432,0.192,Ch3,,0,0,1,0,Ch3,1
6,0.308,0.166,0.33,0.196,Ch3,,1,0,0,0,Ch1,0
7,0.15,0.12,0.208,0.522,Ch4,,0,0,0,1,Ch4,1
7,0.312,0.162,0.32,0.206,Ch3,,0,0,0,1,Ch4,0
8,0.138,0.154,0.49,0.218,Ch3,,0,0,1,0,Ch3,1
9,0.408,0.224,0.216,0.152,Ch1,,1,0,0,0,Ch1,1
9,0.41,0.146,0.158,0.286,Ch1,,1,0,0,0,Ch1,1
10,0.152,0.164,0.152,0.532,Ch4,,0,0,0,1,Ch4,1
11,0.474,0.172,0.14,0.214,Ch1,,1,0,0,0,Ch1,1
12,0.416,0.146,0.096,0.342,Ch1,,1,0,0,0,Ch1,1
13,0.206,0.146,0.196,0.452,Ch4,,0,0,0,1,Ch4,1
17,0.182,0.284,0.18,0.354,Ch4,,0,0,1,0,Ch3,0
1,0.156,0.156,0.18,0.508,Ch4,,0,0,0,1,Ch4,1
1,0.172,0.196,0.134,0.498,Ch4,,0,0,0,1,Ch4,1
1,0.118,0.064,0.038,0.78,Ch4,,0,0,0,1,Ch4,1
9,0.092,0.058,0.11,0.74,Ch4,,0,0,0,1,Ch4,1
11,0.096,0.168,0.08,0.656,Ch4,,0,0,0,1,Ch4,1
13,0.144,0.07,0.124,0.662,Ch4,,0,0,0,1,Ch4,1
13,0.01,0.032,0.024,0.934,Ch4,,0,0,0,1,Ch4,1
15,0.084,0.148,0.112,0.656,Ch4,,0,0,0,1,Ch4,1
15,0.008,0.056,0.022,0.914,Ch4,,0,0,0,1,Ch4,1
17,0.082,0.374,0.088,0.456,Ch4,,0,1,0,0,Ch2,0
19,0.076,0.15,0.07,0.704,Ch4,,0,0,0,1,Ch4,1
19,0.016,0.18,0.044,0.76,Ch4,,0,0,0,1,Ch4,1
1,0.494,0.25,0.148,0.108,Ch1,,1,0,0,0,Ch1,1
5,0.372,0.342,0.174,0.112,Ch1,,1,0,0,0,Ch1,1
7,0.536,0.216,0.128,0.12,Ch1,,1,0,0,0,Ch1,1
10,0.248,0.432,0.16,0.16,Ch2,,0,1,0,0,Ch2,1
11,0.188,0.228,0.488,0.096,Ch3,,0,0,1,0,Ch3,1
16,0.21,0.412,0.204,0.174,Ch2,,0,1,0,0,Ch2,1
16,0.244,0.404,0.182,0.17,Ch2,,0,1,0,0,Ch2,1
2,0.138,0.528,0.22,0.114,Ch2,,0,1,0,0,Ch2,1
3,0.18,0.126,0.546,0.148,Ch3,,0,0,1,0,Ch3,1
4,0.55,0.132,0.194,0.124,Ch1,,1,0,0,0,Ch1,1
6,0.452,0.178,0.192,0.178,Ch1,,1,0,0,0,Ch1,1
7,0.514,0.158,0.146,0.182,Ch1,,1,0,0,0,Ch1,1
8,0.208,0.188,0.48,0.124,Ch3,,0,0,1,0,Ch3,1
8,0.32,0.196,0.252,0.232,Ch1,,0,0,1,0,Ch3,0
9,0.118,0.176,0.554,0.152,Ch3,,0,0,1,0,Ch3,1
10,0.14,0.51,0.148,0.202,Ch2,,0,1,0,0,Ch2,1
11,0.122,0.138,0.15,0.59,Ch4,,0,0,0,1,Ch4,1
12,0.13,0.46,0.264,0.146,Ch2,,0,1,0,0,Ch2,1
13,0.144,0.198,0.222,0.436,Ch4,,0,0,0,1,Ch4,1
13,0.188,0.254,0.192,0.366,Ch4,,0,0,0,1,Ch4,1
14,0.162,0.192,0.454,0.192,Ch3,,0,0,1,0,Ch3,1
14,0.034,0.172,0.138,0.656,Ch4,,0,0,1,0,Ch3,0
16,0.128,0.16,0.524,0.188,Ch3,,0,0,1,0,Ch3,1
18,0.024,0.094,0.154,0.728,Ch4,,0,0,1,0,Ch3,0
19,0.126,0.214,0.172,0.488,Ch4,,0,0,0,1,Ch4,1
4,0.514,0.206,0.196,0.084,Ch1,,1,0,0,0,Ch1,1
7,0.592,0.144,0.192,0.072,Ch1,,1,0,0,0,Ch1,1
8,0.19,0.54,0.208,0.062,Ch2,,0,1,0,0,Ch2,1
8,0.332,0.098,0.52,0.05,Ch3,,0,1,0,0,Ch2,0
10,0.116,0.166,0.642,0.076,Ch3,,0,0,1,0,Ch3,1
14,0.404,0.19,0.354,0.052,Ch1,,1,0,0,0,Ch1,1
15,0.46,0.24,0.196,0.104,Ch1,,1,0,0,0,Ch1,1
16,0.264,0.428,0.212,0.096,Ch2,,0,1,0,0,Ch2,1
16,0.232,0.43,0.22,0.118,Ch2,,0,1,0,0,Ch2,1
19,0.198,0.43,0.264,0.108,Ch2,,0,1,0,0,Ch2,1
19,0.198,0.426,0.264,0.112,Ch2,,0,1,0,0,Ch2,1
19,0.442,0.322,0.172,0.064,Ch1,,0,1,0,0,Ch2,0
1,0.404,0.212,0.232,0.152,Ch1,,1,0,0,0,Ch1,1
1,0.36,0.236,0.21,0.194,Ch1,,1,0,0,0,Ch1,1
3,0.518,0.168,0.184,0.13,Ch1,,1,0,0,0,Ch1,1
5,0.468,0.212,0.178,0.142,Ch1,,1,0,0,0,Ch1,1
5,0.16,0.358,0.364,0.118,Ch3,,1,0,0,0,Ch1,0
7,0.092,0.244,0.502,0.162,Ch3,,0,0,1,0,Ch3,1
8,0.304,0.18,0.41,0.106,Ch3,,0,0,1,0,Ch3,1
11,0.288,0.306,0.266,0.14,Ch2,,0,1,0,0,Ch2,1
11,0.182,0.422,0.238,0.158,Ch2,,0,1,0,0,Ch2,1
11,0.232,0.338,0.266,0.164,Ch2,,0,1,0,0,Ch2,1
12,0.072,0.652,0.17,0.106,Ch2,,0,0,1,0,Ch3,0
13,0.126,0.536,0.194,0.144,Ch2,,0,1,0,0,Ch2,1
14,0.284,0.338,0.236,0.142,Ch2,,1,0,0,0,Ch1,0
15,0.148,0.508,0.172,0.172,Ch2,,0,1,0,0,Ch2,1
18,0.028,0.778,0.08,0.114,Ch2,,0,1,0,0,Ch2,1
